,gene,score_001_15,score_005_50,rank_1,rank_2
0,Igfbp5,0.0019152914,0.002997562,921.0,842.0
1,Psca,0.0022348433,0.0028110633,819.0,897.0
2,Spink1,0.005283762,0.010176313,45.0,17.0
3,Fgb,0.006005756,0.007913286,27.0,43.0
4,Mmp3,0.0012758789,0.0023341833,1150.0,1006.0
5,Kng1,0.01132895,0.014774484,2.0,3.0
6,Ccl2,0.0034714823,0.004448788,389.0,520.0
7,Saa3,0.0008128,0.0010856325,1372.0,1375.0
8,Krt18,0.0030661342,0.0040988685,539.0,604.0
9,Alb,0.0010907329,0.0014792155,1240.0,1247.0
10,Serpina3n,0.0028357005,0.0037418453,614.0,679.0
11,Cdkn1c,0.0058140443,0.007394039,31.0,59.0
12,Hp,0.0014457607,0.0021228462,1081.0,1063.0
13,Grem1,0.0072470363,0.00802229,10.0,42.0
14,Rbp2,0.0008821373,0.0011598144,1344.0,1346.0
15,Ifit1,0.00085117074,0.0013048158,1354.0,1297.0
16,Acta1,0.0053367233,0.006721908,41.0,87.0
17,Bex1,0.0018492976,0.0031106474,942.0,822.0
18,Crip1,0.0033966217,0.004814089,411.0,414.0
19,Isg15,0.0012538736,0.0019819913,1162.0,1104.0
20,Elobl,0.0006289037,0.0009042219,1477.0,1453.0
21,Hdc,0.0007344389,0.0013208868,1410.0,1292.0
22,Clu,0.004535383,0.0056935716,93.0,229.0
23,Apod,0.0016214625,0.0020147513,1017.0,1096.0
24,Serpina1b,0.0015334693,0.0019933244,1053.0,1103.0
25,Spp1,0.004854165,0.006353718,68.0,122.0
26,Apoa1,0.015177803,0.021368206,1.0,1.0
27,Areg,0.0029518434,0.00385707,573.0,656.0
28,Col10a1,0.007121014,0.007330915,13.0,61.0
29,Cxcl5,0.00055539195,0.0007958306,1526.0,1501.0
30,Mest,0.007327014,0.0077927113,9.0,45.0
31,Actg2,0.00521305,0.00778594,47.0,46.0
32,Ifitm1,0.0042975233,0.0070320712,134.0,71.0
33,Nupr1,0.008216813,0.011936729,6.0,9.0
34,Ccl5,0.00091113313,0.0006958635,1331.0,1549.0
35,Crabp1,0.00780879,0.0133994855,8.0,4.0
36,Cxcl15,0.0008778969,0.001097386,1346.0,1373.0
37,Ahsg,0.0016245336,0.0023241213,1015.0,1009.0
38,Tnnt3,0.0011384507,0.0017480532,1218.0,1152.0
39,Cxcl10,0.00075191766,0.00086967065,1395.0,1474.0
40,S100a7a,0.0036702761,0.0041011977,321.0,603.0
41,Ptx3,0.0032695276,0.0045537637,456.0,489.0
42,Igfbp2,0.005754861,0.007093855,32.0,70.0
43,Ctla2a,0.0067737387,0.01088724,18.0,12.0
44,Apob,0.004412846,0.0045116795,114.0,500.0
45,Ptn,0.008376179,0.014930569,5.0,2.0
46,S100g,0.0002838035,0.0003571703,1737.0,1746.0
47,Ccl7,0.003086619,0.004205635,534.0,572.0
48,Fgg,0.00021903841,0.00033385362,1798.0,1766.0
49,Fabp4,0.0023986578,0.0028374474,763.0,887.0
50,Col2a1,0.0037933735,0.005886728,271.0,192.0
51,Wfdc2,0.0005306236,0.00076789124,1548.0,1517.0
52,Krt8,0.0024444987,0.0032532318,750.0,791.0
53,Angptl7,0.0056016725,0.006122421,35.0,150.0
54,Ccl9,0.0029613979,0.0035346183,569.0,726.0
55,Ankrd1,0.0037846016,0.0051020384,277.0,345.0
56,Dlk1,0.005477562,0.010612671,37.0,13.0
57,Serpinb11,0.009852819,0.010361241,3.0,15.0
58,Cyp1a1,0.00074384717,0.00087720505,1401.0,1467.0
59,Mmp13,0.004178364,0.004791421,158.0,423.0
60,Gzme,0.002595576,0.0033138124,701.0,776.0
61,S100a8,0.0015666784,0.001420693,1041.0,1267.0
62,Ttr,0.00028506422,0.0003456862,1732.0,1759.0
63,Gpx3,0.00451478,0.0062464993,98.0,133.0
64,Il33,0.0018075857,0.003047245,956.0,834.0
65,Trf,0.0030862927,0.004250713,535.0,559.0
66,Gzmd,0.00082312763,0.0009931758,1362.0,1407.0
67,Mcpt8,0.0025179645,0.0028075946,729.0,898.0
68,Stmn2,0.0029984892,0.006079367,558.0,157.0
69,Abi3bp,0.0023428325,0.0032846683,787.0,783.0
70,Acta2,0.0031989699,0.0047963033,491.0,421.0
71,Aldh1a7,0.002823922,0.0035098873,617.0,731.0
72,Fmo1,0.00092263165,0.0010628885,1324.0,1384.0
73,Krt15,0.00044001083,0.0012193766,1605.0,1325.0
74,A2m,0.0005500328,0.000986624,1529.0,1411.0
75,Col18a1,0.0030673542,0.0052092876,538.0,320.0
76,Egfl6,0.0009570132,0.0016771599,1307.0,1170.0
77,Cenpf,0.003006334,0.0055965013,555.0,245.0
78,Tnn,0.00038696174,0.0005579642,1652.0,1618.0
79,Cxcl1,0.0014753666,0.0019109115,1072.0,1118.0
80,Serpina1a,0.0007399233,0.0014827184,1403.0,1245.0
81,Dkk2,0.0016796335,0.0022663625,990.0,1021.0
82,Wnt4,0.002934412,0.0048100953,579.0,416.0
83,Il1rn,0.0028075108,0.006383177,626.0,120.0
84,Cxcl14,0.003250975,0.0049482565,466.0,375.0
85,Apoc1,0.0006535527,0.0010334249,1462.0,1393.0
86,Fmo2,0.002223301,0.0031103017,823.0,823.0
87,Mmp10,0.0015919809,0.0022336727,1024.0,1029.0
88,Igfbp3,0.006088953,0.009275285,25.0,23.0
89,Rsad2,0.00027565678,0.00034720235,1747.0,1757.0
90,Kng2,0.0030911714,0.0042247255,531.0,566.0
91,Sfrp1,0.0071005137,0.013257287,14.0,5.0
92,Aldh1a1,0.0036165111,0.003736812,342.0,682.0
93,Postn,0.0033553275,0.004517626,426.0,499.0
94,Penk,0.0007292067,0.0012996453,1415.0,1299.0
95,Efemp1,0.005354445,0.0062080286,40.0,138.0
96,Prelp,0.0018037924,0.0018190579,957.0,1137.0
97,Top2a,0.004530109,0.0053671114,94.0,285.0
98,Aldh3a1,0.00047579332,0.0014130959,1589.0,1269.0
99,Prg4,0.0017627352,0.0023564487,970.0,1002.0
100,Tagln,0.0046268366,0.006407027,81.0,114.0
101,Oasl1,0.00020852419,0.00029745046,1811.0,1800.0
102,Ifit3b,0.0006340398,0.0010638824,1472.0,1383.0
103,Aqp5,0.000420374,0.00070450356,1620.0,1545.0
104,Ccl20,0.00019734332,0.00021885679,1824.0,1863.0
105,Ifit3,0.0028703904,0.004047428,597.0,618.0
106,Cfh,0.0020609617,0.0030265704,884.0,838.0
107,Bex4,0.0027429813,0.0046090046,644.0,475.0
108,Tgm2,0.0014167243,0.0016747159,1090.0,1171.0
109,Cemip,0.0026147342,0.0031161138,690.0,820.0
110,Angptl4,0.0030837264,0.0053194626,536.0,299.0
111,Serpine1,0.0041938163,0.0069464175,154.0,76.0
112,Nnat,0.0033126974,0.004721871,440.0,449.0
113,C2cd4a,0.0015971166,0.0022013711,1023.0,1041.0
114,Sprr2a3,0.002426119,0.0027688635,756.0,906.0
115,Mt1,0.003958112,0.005989149,211.0,173.0
116,Lbp,0.0023470414,0.0028830015,783.0,874.0
117,Msln,0.002824823,0.005040316,616.0,359.0
118,Itm2a,0.0032483395,0.004738994,473.0,442.0
119,Enpp2,0.0012503107,0.0017693967,1163.0,1145.0
120,Rpl39l,0.0061734705,0.01024979,23.0,16.0
121,Col3a1,0.0049813045,0.0072533493,63.0,64.0
122,Cenpe,0.0032648628,0.005789718,458.0,215.0
123,Dio2,0.00039680942,0.0004375362,1641.0,1695.0
124,Dio3,0.000817973,0.00088199624,1367.0,1464.0
125,Ptgs2,0.0033122033,0.005981952,441.0,175.0
126,Rxfp1,0.00020174708,0.000253468,1818.0,1836.0
127,Adamts5,0.0042391084,0.004924797,145.0,385.0
128,Ildr2,0.0012797096,0.0013410333,1146.0,1288.0
129,Rbp4,0.0016678616,0.0021996207,996.0,1043.0
130,Aldh1a2,0.0011132885,0.0022855117,1230.0,1017.0
131,Mki67,0.0038960567,0.0049238675,241.0,387.0
132,Muc5b,0.0004506422,0.0008285159,1600.0,1489.0
133,Pclaf,0.003930101,0.004588708,223.0,479.0
134,Fmo3,0.0018359051,0.0026165857,945.0,944.0
135,Krt19,0.0050539225,0.006734654,58.0,83.0
136,Krt7,0.0027991312,0.0039349715,629.0,640.0
137,Ripply1,0.001568349,0.0021730866,1040.0,1046.0
138,Gsta4,0.005504815,0.008582035,36.0,32.0
139,Birc5,0.0035065962,0.004839638,379.0,408.0
140,Crabp2,0.0027162882,0.0038406479,654.0,658.0
141,Sptssb,0.0005467749,0.0007213852,1533.0,1539.0
142,Fmod,0.0012060837,0.0016010009,1182.0,1193.0
143,Moxd1,0.00057916495,0.00085024314,1510.0,1483.0
144,Cthrc1,0.0066173696,0.009800838,19.0,20.0
145,Podxl,0.0009939782,0.0010673829,1294.0,1381.0
146,Prc1,0.003056247,0.004338742,541.0,540.0
147,Myl9,0.003664761,0.005870907,323.0,197.0
148,Bmp3,0.0019129589,0.0019374745,923.0,1110.0
149,Fst,0.0051185377,0.007677707,54.0,48.0
150,Aox3,0.0017166091,0.0028829703,980.0,875.0
151,Cldn2,0.0014807369,0.0022659565,1071.0,1022.0
152,Tgfbi,0.0015113784,0.0023266484,1065.0,1008.0
153,Krt6a,0.00035554738,0.00093705894,1673.0,1440.0
154,Cx3cr1,0.00054132385,0.00080122054,1539.0,1498.0
155,Fabp5,0.0038540345,0.0059811487,248.0,176.0
156,Vgf,0.0020425722,0.0037165114,889.0,686.0
157,Cyp26b1,0.0019487903,0.002788364,914.0,904.0
158,Atp1a2,0.00022777596,0.00026470676,1788.0,1827.0
159,Gsta1,0.0021222539,0.002902276,861.0,868.0
160,Folh1,0.0026442537,0.0045562875,677.0,488.0
161,Reg3g,0.00064057455,0.000569386,1467.0,1610.0
162,Gas6,0.004494466,0.006050376,103.0,160.0
163,Hmmr,0.0033514216,0.0050898604,428.0,348.0
164,Ppbp,9.886384e-06,1.4726796e-05,1956.0,1956.0
165,Adamts1,0.0038985207,0.0056323283,240.0,236.0
166,Oasl2,0.0013372275,0.001995815,1128.0,1102.0
167,Gbp2,0.0009994842,0.0018308118,1290.0,1133.0
168,Rgcc,0.002376513,0.0034760118,769.0,735.0
169,Ccnb1,0.002842308,0.0036451316,611.0,700.0
170,Mt3,0.00053889217,0.000598351,1542.0,1597.0
171,Aspn,0.0037489133,0.005471468,289.0,266.0
172,Ogn,0.005878382,0.009727236,29.0,21.0
173,Serpinb1a,0.0012215973,0.0015311874,1177.0,1220.0
174,Wnt16,0.0010232403,0.001417234,1277.0,1268.0
175,Pi15,0.002192691,0.0025665576,837.0,955.0
176,Iigp1,0.0004908971,0.00088310475,1575.0,1463.0
177,Hmgb2,0.0039035287,0.004690486,236.0,460.0
178,Serpina3g,0.0019026377,0.0027071708,925.0,920.0
179,Mt2,0.0044098436,0.005788622,116.0,216.0
180,Nrk,0.0049092877,0.008378709,65.0,33.0
181,Cryab,0.0044990657,0.0066089584,102.0,97.0
182,Cenpa,0.0033118862,0.004258411,442.0,556.0
183,Gria2,0.00034596075,0.00040253755,1679.0,1714.0
184,Upk1b,0.0047697546,0.0048944782,76.0,394.0
185,Fibin,0.0035834527,0.005169356,356.0,328.0
186,Agt,0.0016717039,0.0020438663,994.0,1090.0
187,Spp2,0.0024942262,0.0032209617,737.0,796.0
188,Serpinf1,0.0043417993,0.0066894167,123.0,92.0
189,Cxcl2,0.0004106076,0.0005441082,1630.0,1629.0
190,Slc5a7,0.0015819058,0.0023162223,1031.0,1011.0
191,Nppc,0.0012179789,0.001166968,1180.0,1345.0
192,Igfbp6,0.0043816743,0.0101142535,118.0,18.0
193,Clps,0.0006603399,0.00105338,1454.0,1386.0
194,Gpc3,0.0049983743,0.009256556,62.0,24.0
195,Scara5,0.000969392,0.001410257,1301.0,1271.0
196,Cma2,0.00032161322,0.0003279828,1704.0,1773.0
197,Tnfsf15,0.0011896145,0.0011770797,1196.0,1339.0
198,Il11,0.0020965566,0.0022632552,869.0,1023.0
199,Lcn2,0.003154401,0.0034724602,504.0,737.0
200,Selenop,0.0044505335,0.0064230305,109.0,112.0
201,Tspan8,0.0020942513,0.003637134,872.0,706.0
202,Bex2,0.004144335,0.0049338415,165.0,380.0
203,Magel2,0.0011744739,0.0015189992,1203.0,1227.0
204,Bst2,0.0029105777,0.003754912,584.0,675.0
205,Slurp1,0.0006189089,0.0007545833,1485.0,1521.0
206,Ms4a4d,0.0030204912,0.0043214895,551.0,544.0
207,Clca3a1,0.0058833943,0.009201553,28.0,26.0
208,Ramp1,0.0041480865,0.005627804,163.0,238.0
209,Tacr1,0.002171199,0.0020524426,842.0,1089.0
210,Tnxb,0.00077426975,0.0009847298,1387.0,1414.0
211,Adh1,0.00049704046,0.0007775675,1567.0,1509.0
212,Ifi44,0.00039211795,0.00043505203,1646.0,1697.0
213,Nusap1,0.0026719067,0.0032666957,665.0,788.0
214,Cdk1,0.004069226,0.004695092,185.0,458.0
215,S100a4,0.0071345735,0.012089763,12.0,8.0
216,Atp8a1,0.0016138033,0.0018792002,1019.0,1125.0
217,Mal,0.0003922873,0.00059766,1645.0,1598.0
218,Adm,0.0036486401,0.006037041,329.0,165.0
219,Ephx2,0.0031483602,0.0043607084,506.0,536.0
220,Cdc20,0.0032540567,0.0049658422,464.0,372.0
221,Igf1,0.00321327,0.0046556885,484.0,466.0
222,Agtr2,0.0015759477,0.0026235185,1036.0,940.0
223,Hpgd,0.0013439762,0.0015377757,1124.0,1215.0
224,Rflnb,0.004429588,0.00630635,112.0,127.0
225,S100a13,0.0038021805,0.0063068266,263.0,126.0
226,Ms4a4b,0.00072921463,0.0007845804,1414.0,1507.0
227,Mt4,0.0014213467,0.0013619112,1086.0,1281.0
228,Oit1,0.00073558354,0.0011281904,1408.0,1360.0
229,Rdh10,0.0029802907,0.004026183,562.0,624.0
230,Plagl1,0.003424121,0.004783997,402.0,428.0
231,Gdf10,0.001200154,0.0022631073,1186.0,1024.0
232,Nkx2-1,8.923679e-05,0.00012931511,1927.0,1930.0
233,Igfbp4,0.00537747,0.008194676,39.0,37.0
234,Scpep1,0.004164592,0.0068372237,159.0,79.0
235,Ereg,0.0026203515,0.0032933152,688.0,779.0
236,S100a9,0.0011838493,0.0011003246,1197.0,1371.0
237,Cldn3,0.00048236604,0.00073217944,1582.0,1534.0
238,Gas1,0.0041471724,0.0048952503,164.0,393.0
239,Serpinb6b,0.00311208,0.00447632,519.0,513.0
240,Sult1b1,0.0006747288,0.00093781087,1446.0,1438.0
241,Dcn,0.0025581873,0.004239166,711.0,562.0
242,Glipr1,0.002459175,0.0031522184,747.0,814.0
243,Rgs2,0.0023127478,0.0032696396,794.0,787.0
244,Wnt6,0.0012551998,0.0017043273,1161.0,1159.0
245,Tpx2,0.00325885,0.0048439167,462.0,406.0
246,Olfr1260,0.00043293473,0.0005429054,1614.0,1630.0
247,Thbs2,0.0044101067,0.0055181663,115.0,255.0
248,Ckb,0.0039008774,0.006661965,237.0,94.0
249,Tnfrsf11b,0.0016506548,0.0018202604,1002.0,1136.0
250,Cyp2f2,0.0007631802,0.0009544659,1391.0,1425.0
251,Nrep,0.0017812392,0.0026714506,967.0,928.0
252,Cxcl17,0.0022418923,0.0030444118,817.0,835.0
253,Ndnf,0.0054677282,0.0071482672,38.0,67.0
254,Gm2115,0.0027632797,0.0036507014,638.0,698.0
255,F5,0.00077784515,0.0010682868,1384.0,1380.0
256,Sned1,0.0041830866,0.0076456647,157.0,49.0
257,Thbs1,0.006882009,0.006488207,16.0,106.0
258,Peg10,0.0025914204,0.0036408745,703.0,704.0
259,Aqp1,0.00039696324,0.0007540903,1640.0,1522.0
260,Cxcl12,0.0052851643,0.0067082252,44.0,90.0
261,Pla2g7,0.001850739,0.0026197084,940.0,941.0
262,Smoc2,0.0033102059,0.00481392,444.0,415.0
263,Fgfbp1,0.00055535487,0.00087564206,1527.0,1470.0
264,Rrm2,0.0038257083,0.0054891584,258.0,260.0
265,Tnfsf9,0.0014832382,0.0015186343,1070.0,1228.0
266,Ramp3,0.0015780672,0.0026441144,1034.0,934.0
267,Serpina3m,0.0007298137,0.00086626277,1413.0,1477.0
268,Itgbl1,0.0023901819,0.0038110435,766.0,665.0
269,Gdf15,0.0013247575,0.002028574,1134.0,1094.0
270,Prss42,0.00051394897,0.000593061,1558.0,1601.0
271,Lum,0.0005449842,0.0009989194,1536.0,1405.0
272,Lgals3,0.0031114856,0.0043060184,520.0,548.0
273,Calca,0.0013796194,0.0014102769,1109.0,1270.0
274,Ccna2,0.0024817332,0.003397305,740.0,756.0
275,C2cd4b,0.0005511941,0.0010672134,1528.0,1382.0
276,Fth1,0.0051459544,0.0067286803,51.0,85.0
277,Adh7,0.00065679045,0.0007753209,1459.0,1513.0
278,Aspa,0.00061732635,0.0008710573,1488.0,1473.0
279,Gabrq,0.0023419145,0.002877805,788.0,876.0
280,Kif20b,0.002597239,0.0037407419,700.0,681.0
281,Cd55,0.00423208,0.0053470433,148.0,294.0
282,Ldhb,0.0041371947,0.006025727,167.0,167.0
283,Plk1,0.0021988815,0.003693503,834.0,689.0
284,Cldn1,0.0012322641,0.001519993,1173.0,1225.0
285,Mafb,0.0010706085,0.0015229079,1253.0,1224.0
286,Col1a2,0.008137865,0.013171195,7.0,6.0
287,Dpt,0.0010269439,0.0016005784,1274.0,1194.0
288,F3,0.00425691,0.005868957,141.0,198.0
289,Npr3,0.0023392146,0.0035603028,789.0,721.0
290,Foxq1,0.0025032507,0.0032603005,734.0,789.0
291,4933402E13Rik,0.00034948954,0.00047502396,1677.0,1677.0
292,A730046J19Rik,0.0029704059,0.003180331,565.0,809.0
293,Akr1b7,0.0005847441,0.0006776608,1506.0,1558.0
294,Kif11,0.0029021061,0.0031561726,589.0,813.0
295,Tgfb2,0.003312941,0.005623507,439.0,240.0
296,Timp4,0.00032163356,0.00048486498,1703.0,1667.0
297,Bcas1,0.0011610597,0.0012876707,1209.0,1304.0
298,Vtn,0.0009507292,0.0015669997,1312.0,1207.0
299,3830403N18Rik,0.0009549324,0.0012259379,1308.0,1321.0
300,Ccnb2,0.0024029627,0.0033702222,762.0,760.0
301,Tk1,0.0026132844,0.0029496828,691.0,856.0
302,Wnt7b,0.0019777187,0.0025926456,902.0,948.0
303,Inhbb,0.0022011388,0.0029732033,831.0,851.0
304,Col8a1,0.0040988117,0.0054144156,173.0,276.0
305,Pgm5,0.0016299944,0.0020988244,1009.0,1073.0
306,Ace2,0.005003985,0.004883869,61.0,395.0
307,Smc2,0.0036744263,0.004561083,319.0,487.0
308,Retn,0.00044034165,0.00031187703,1604.0,1789.0
309,Try5,0.0006798585,0.00068679557,1443.0,1552.0
310,Tppp3,0.0009732802,0.0011857358,1299.0,1336.0
311,Cdca3,0.0026939118,0.0036655637,662.0,692.0
312,Sftpc,0.00081298855,0.006039904,1371.0,164.0
313,Pla1a,0.0023271216,0.0041190768,791.0,597.0
314,Adcyap1r1,0.0018183124,0.0020897654,950.0,1076.0
315,Cks2,0.003796422,0.005845409,267.0,205.0
316,Cdca8,0.0027533842,0.0042503197,639.0,560.0
317,Cavin2,0.004909223,0.0076007633,66.0,52.0
318,Lsp1,0.0034846123,0.0046388768,386.0,469.0
319,Ltbp2,0.006320853,0.008978438,22.0,28.0
320,Gdpd2,0.0001293908,0.00023603864,1899.0,1847.0
321,Plac8,0.0071992804,0.01310048,11.0,7.0
322,Sult1d1,8.357633e-05,0.00012664469,1931.0,1932.0
323,Lyz2,0.001368966,0.0018864487,1113.0,1123.0
324,Aurka,0.0022606375,0.0028294534,811.0,890.0
325,Ebf1,0.0034314487,0.0043720803,400.0,534.0
326,Cited2,0.0040221005,0.0055336277,198.0,251.0
327,Serpinb9b,0.0020953019,0.0026261245,870.0,939.0
328,Cdc42ep3,0.00374807,0.0042344052,291.0,564.0
329,Grin2a,0.0001698353,0.00020085176,1853.0,1877.0
330,Anln,0.002934509,0.0042682425,577.0,552.0
331,Wnt10a,0.0012704316,0.0015193851,1152.0,1226.0
332,Gsta3,0.00036455295,0.00029845544,1668.0,1799.0
333,Atp6v1c2,0.002863724,0.0041590147,602.0,586.0
334,Ccne2,0.0024220683,0.0044767074,758.0,512.0
335,Omd,0.002229591,0.0032043534,821.0,799.0
336,Esco2,0.0027072208,0.0033756283,656.0,759.0
337,Stc1,0.0014093269,0.0015651967,1098.0,1208.0
338,Rarres1,0.0015643621,0.0020558713,1042.0,1088.0
339,Cdo1,0.0030937758,0.0040361243,530.0,621.0
340,Ccdc80,0.004310919,0.0066813272,133.0,93.0
341,Ucp2,0.0024528608,0.003425051,748.0,749.0
342,Capn6,0.0011935903,0.0016040999,1192.0,1191.0
343,Hand2,0.00249401,0.0032728922,738.0,786.0
344,Grem2,0.002970524,0.0039553335,564.0,636.0
345,Sbspon,0.00093985535,0.0014565572,1314.0,1253.0
346,Cxcl3,0.00031050632,0.00012961193,1711.0,1928.0
347,Myh11,0.003237195,0.005481219,479.0,263.0
348,Unc45b,0.00020804112,0.00018656702,1812.0,1894.0
349,Dock2,0.0014147039,0.0016116158,1092.0,1190.0
350,Ecm1,0.003794876,0.0064867083,269.0,107.0
351,Fhl1,0.0042205774,0.00712369,151.0,68.0
352,Ctsh,0.003513222,0.005053903,375.0,353.0
353,Plaur,0.003977725,0.0050296574,205.0,361.0
354,Clspn,0.0025813123,0.003788241,707.0,669.0
355,Lxn,0.004592169,0.006139135,86.0,145.0
356,Gas7,0.002554735,0.003874323,712.0,654.0
357,Csrp1,0.004567935,0.008926968,90.0,29.0
358,Aspm,0.0020624325,0.0028758135,881.0,878.0
359,Slfn9,0.0016810282,0.0026684715,989.0,929.0
360,Ckap2l,0.0023153152,0.002714938,793.0,916.0
361,Hspb1,0.0038294962,0.005393954,256.0,281.0
362,Lrrc17,0.0018144182,0.0022959856,952.0,1015.0
363,Sgo2a,0.0022938368,0.0035290497,800.0,727.0
364,Srpx2,0.0016784236,0.0025807726,991.0,950.0
365,Gbp7,0.0008045938,0.0010192154,1375.0,1396.0
366,Pbk,0.0023689712,0.0032449933,772.0,793.0
367,Glul,0.0036123653,0.005721216,343.0,224.0
368,Lig1,0.0032760238,0.00408175,452.0,607.0
369,Ch25h,0.0013131445,0.0017009996,1136.0,1161.0
370,Esam,0.00052401325,0.00073428923,1553.0,1532.0
371,Slfn2,0.0016824186,0.0022859112,988.0,1016.0
372,Chchd10,0.0025912523,0.0031827327,704.0,808.0
373,Ect2,0.0022649628,0.0039061038,809.0,650.0
374,Retreg1,0.004506102,0.004707626,100.0,455.0
375,Sema5a,0.0046054926,0.0058495845,84.0,202.0
376,Serping1,0.0015230622,0.002408079,1057.0,989.0
377,Fbxo5,0.0022798402,0.003401268,805.0,755.0
378,Hmcn1,0.0015161112,0.0023327223,1062.0,1007.0
379,Edn1,0.001590334,0.0021052184,1025.0,1072.0
380,Stmn1,0.004780187,0.0057372404,74.0,221.0
381,Timp1,0.0060276743,0.00809112,26.0,41.0
382,Wfdc12,0.00062017934,0.0007868334,1483.0,1505.0
383,Knl1,0.0024272392,0.0029216337,755.0,864.0
384,Apol9a,0.00051108346,0.00064321054,1561.0,1581.0
385,Tff3,0.00028671886,0.0004924513,1731.0,1661.0
386,Acsm3,0.002202581,0.0026766006,830.0,926.0
387,Fbn2,0.0050528236,0.0074078953,59.0,58.0
388,Lmcd1,0.0016281619,0.002220716,1011.0,1033.0
389,Dusp2,0.0004985507,0.00040784958,1564.0,1711.0
390,S100a16,0.0040052985,0.005922797,201.0,187.0
391,Samd5,0.003028194,0.005146173,549.0,333.0
392,Incenp,0.0028661944,0.0039073997,601.0,649.0
393,Lrg1,0.0001867284,0.00021721769,1836.0,1866.0
394,Tgm1,0.00034892355,0.0006906016,1678.0,1551.0
395,Col25a1,0.0012628942,0.0020949545,1156.0,1074.0
396,Tpm2,0.0037425067,0.005969267,293.0,183.0
397,Ada,0.0016377557,0.0022044103,1006.0,1039.0
398,Pappa,0.003598374,0.0052528568,351.0,310.0
399,Smoc1,0.00078457134,0.0013652534,1383.0,1280.0
400,Lce3c,7.215509e-05,9.4738156e-05,1938.0,1942.0
401,Hells,0.0028796112,0.003820723,594.0,663.0
402,Rgs16,0.0022188663,0.003362715,826.0,761.0
403,Scnn1g,0.00020407155,0.00030919007,1815.0,1793.0
