,gene,score_001_15,score_005_50,rank_1,rank_2
1567,Fras1,0.0021408228,0.002313007,855.0,1012.0
1568,Ccp110,0.0027852552,0.004831881,632.0,409.0
1569,Scn1b,0.0034583437,0.0046047405,395.0,476.0
1570,Plekha6,0.0006629673,0.00066926325,1452.0,1564.0
1571,Abcb4,0.0007215342,0.0009606453,1420.0,1422.0
1572,Slc16a4,0.0016248237,0.0031194931,1014.0,819.0
1573,Abcg2,0.0036357862,0.004785656,336.0,425.0
1574,Spsb1,0.0028013883,0.0039576003,628.0,635.0
1575,Smim1,0.0036760336,0.0054765744,317.0,265.0
1576,Plxdc2,0.0041481103,0.0057328832,162.0,223.0
1577,St3gal4,0.0020603167,0.0029797864,885.0,848.0
1578,Psd3,0.0032486033,0.0045875804,472.0,480.0
1579,Plcb1,0.0014167421,0.0021393748,1089.0,1056.0
1580,Oas1c,0.00066114706,0.0008685264,1453.0,1475.0
1581,Gm42715,0.001260163,0.0018397836,1157.0,1131.0
1582,Sec14l5,0.00049539213,0.0006814125,1571.0,1556.0
1583,Cx3cl1,0.0010279429,0.0015945233,1272.0,1198.0
1584,Plk2,0.0045092823,0.0063166283,99.0,124.0
1585,Dapk1,0.0032503298,0.004454822,467.0,516.0
1586,Acsbg1,0.00043678217,0.00068254024,1610.0,1553.0
1587,Grhl1,0.00027744,0.00025797996,1743.0,1831.0
1588,Pfkfb4,0.0019759387,0.0028841759,903.0,873.0
1589,Plat,0.0039498066,0.005636975,218.0,235.0
1590,Sh3tc1,0.0007680593,0.0010421379,1390.0,1389.0
1591,Ctdspl,0.0030608498,0.0037887238,540.0,668.0
1592,Nr1i2,0.00043386343,0.00045908947,1613.0,1686.0
1593,Casp12,0.0014157193,0.002058145,1091.0,1086.0
1594,Gm20696,0.0016404741,0.002632519,1005.0,937.0
1595,Hsd17b7,0.0037231508,0.0047676284,298.0,434.0
1596,Ypel1,0.00075919024,0.0012425885,1393.0,1315.0
1597,Amn,0.000532703,0.0007984064,1546.0,1499.0
1598,Efnb1,0.0030009875,0.0041242004,557.0,595.0
1599,Rnf144b,0.00079449115,0.001128871,1381.0,1359.0
1600,Klf6,0.0037115898,0.00573462,304.0,222.0
1601,Abhd2,0.00433483,0.006847897,125.0,78.0
1602,Clcf1,0.0012195463,0.002007498,1178.0,1100.0
1603,mt-Co3,0.0034984997,0.005115852,381.0,341.0
1604,Rab39b,0.0012426586,0.0014519976,1166.0,1257.0
1605,Dok1,0.003044089,0.0038214626,545.0,662.0
1606,Sorbs1,0.004152349,0.005672347,161.0,230.0
1607,Ttc38,0.0015210455,0.0023886552,1060.0,996.0
1608,Cdnf,0.0006291606,0.0009675568,1476.0,1419.0
1609,Npas2,0.00021602791,0.0003167237,1804.0,1786.0
1610,Dusp6,0.0037361234,0.00513268,295.0,337.0
1611,H2-T23,0.0017262683,0.0031141103,977.0,821.0
1612,Rnf150,0.0026297935,0.003318134,684.0,775.0
1613,Axin2,0.0015750058,0.0025696235,1037.0,954.0
1614,Egr1,0.0037766385,0.0052008713,281.0,322.0
1615,Ppm1l,0.0021155681,0.0033513177,865.0,764.0
1616,A530084C06Rik,0.00048373078,0.00058740214,1581.0,1603.0
1617,Dnase2a,0.0026129412,0.004170683,692.0,582.0
1618,Flt4,0.0016517646,0.0021105553,1001.0,1069.0
1619,Rusc2,0.0034334564,0.0047137984,399.0,453.0
1620,St14,0.0006441303,0.00095258927,1466.0,1428.0
1621,Arrb2,0.0011970202,0.0014756764,1189.0,1248.0
1622,Trps1,0.003173036,0.00480136,498.0,418.0
1623,Mylip,0.0025397288,0.0037469843,719.0,676.0
1624,Prag1,0.0015245915,0.0024297,1055.0,984.0
1625,Pgm2l1,0.0019421038,0.0027048697,917.0,923.0
1626,Serinc5,0.0024593296,0.0032841635,746.0,784.0
1627,Mllt3,0.0032500094,0.0048636766,469.0,400.0
1628,Mcf2l,0.0004022792,0.00054530817,1637.0,1628.0
1629,Nphp3,0.001861592,0.0020642853,937.0,1083.0
1630,Alas1,0.0031228296,0.0046435017,516.0,467.0
1631,Creb3l2,0.0042496235,0.0059633045,143.0,184.0
1632,Cacna2d1,0.0030960536,0.0042465366,527.0,561.0
1633,Robo1,0.002357736,0.0031871316,780.0,805.0
1634,Slc25a53,0.0011055239,0.0017937544,1233.0,1141.0
1635,Vkorc1,0.004319943,0.005910957,128.0,188.0
1636,Rplp1,0.0040795,0.005833336,181.0,208.0
1637,Adgrl2,0.0036792932,0.005993167,315.0,171.0
1638,B4galnt1,0.0022010284,0.002934124,832.0,863.0
1639,Jade2,0.002061267,0.0025803507,883.0,951.0
1640,Plcl2,0.0009765394,0.0010042037,1298.0,1404.0
1641,Pros1,0.0032866765,0.0051178657,448.0,340.0
1642,Ribc1,0.0009355519,0.000753681,1319.0,1523.0
1643,Hspa4l,0.002880823,0.0045842766,593.0,482.0
1644,Nr1d1,0.0016265516,0.0020931927,1013.0,1075.0
1645,Pitpnc1,0.0026427945,0.003351422,678.0,763.0
1646,Gmds,0.0023030716,0.0034201315,797.0,751.0
1647,Stard4,0.0022719586,0.003938777,807.0,638.0
1648,Itpr2,0.0028610218,0.0033345108,604.0,768.0
1649,Gramd1b,0.00078918325,0.0014547498,1382.0,1255.0
1650,Ppp1r3b,0.0011391909,0.0014601691,1217.0,1252.0
1651,Fgfr2,0.0019723505,0.002854426,905.0,884.0
1652,Sec16b,0.0007220068,0.0013475044,1419.0,1286.0
1653,Arhgap31,0.0036263573,0.004498858,338.0,506.0
1654,Gm14327,0.0011739046,0.0013551244,1204.0,1283.0
1655,Gale,0.0015419129,0.0022840828,1048.0,1019.0
1656,Cbln3,0.0006563331,0.0009563924,1460.0,1424.0
1657,2310030G06Rik,0.002092054,0.0026714709,873.0,927.0
1658,Bmyc,0.0033940282,0.004935392,413.0,379.0
1659,Colq,0.0006241841,0.000814782,1479.0,1494.0
1660,Agbl3,0.0020627647,0.003186477,880.0,807.0
1661,Skida1,0.0007682519,0.0012128911,1389.0,1326.0
1662,Prelid3a,0.0014532267,0.00215774,1077.0,1052.0
1663,Reep1,0.0011498306,0.0017024282,1212.0,1160.0
1664,Eva1c,0.002115384,0.002543262,866.0,959.0
1665,Mex3b,0.0021737316,0.0023926499,841.0,994.0
1666,Foxred2,0.00077565335,0.0012029227,1385.0,1329.0
1667,Rdh5,0.0012382655,0.0016334518,1168.0,1184.0
1668,Actb,0.008934131,0.011008117,4.0,11.0
1669,Il4ra,0.002064242,0.0028994917,879.0,870.0
1670,Nsdhl,0.0028689208,0.0039625484,599.0,633.0
1671,Fah,0.0031263416,0.0039628837,514.0,632.0
1672,Xpnpep1,0.003414495,0.005101025,405.0,346.0
1673,Dgat2,0.0009278757,0.0012733056,1322.0,1307.0
1674,Arhgef3,0.00032912247,0.00050841743,1690.0,1652.0
1675,Hhat,0.0017268776,0.0027954483,976.0,903.0
1676,Fosl2,0.003823142,0.0046230666,259.0,472.0
1677,Il18bp,0.0006224779,0.00081997295,1481.0,1493.0
1678,Pim3,0.003008817,0.0044218893,554.0,526.0
1679,Arrdc3,0.002748262,0.0033299113,640.0,770.0
1680,Zfp53,0.002286102,0.0040666894,802.0,611.0
1681,Fam187b,0.0009375641,0.001420724,1317.0,1266.0
1682,Socs3,0.0027726751,0.0036571482,636.0,696.0
1683,Tmtc4,0.0025824723,0.0040661735,706.0,612.0
1684,Efna1,0.00062015577,0.00080557493,1484.0,1497.0
1685,Zfp521,0.0018928259,0.0027093962,928.0,919.0
1686,Adam12,0.0031166626,0.0053612115,517.0,287.0
1687,Gpr155,0.0012837739,0.0012981397,1141.0,1300.0
1688,Serac1,0.001331852,0.0015278865,1132.0,1221.0
1689,Gm7694,0.0010871097,0.0013688338,1244.0,1278.0
1690,Nedd4l,0.0021569186,0.003214922,847.0,798.0
1691,Hspa12a,0.0018267919,0.0026591541,946.0,930.0
1692,Abcc3,0.0010560802,0.0015180967,1261.0,1229.0
1693,Pmm1,0.004321518,0.005975963,127.0,179.0
1694,Golim4,0.003913182,0.005523552,229.0,252.0
1695,Mst1r,0.0010302577,0.0013426925,1270.0,1287.0
1696,Pea15a,0.0036216318,0.0052074883,339.0,321.0
1697,Dhcr24,0.0035119986,0.0058036316,376.0,212.0
1698,Mfsd6,0.0013528052,0.001505486,1117.0,1235.0
1699,Mn1,0.0021687015,0.0027962434,844.0,902.0
1700,Dok6,0.001153441,0.0015735718,1211.0,1204.0
1701,Rin2,0.0028160533,0.0038350993,622.0,660.0
1702,Slc25a23,0.0015812073,0.0024666751,1032.0,975.0
1703,Emp2,0.003652716,0.00554998,327.0,246.0
1704,Fstl1,0.0036717749,0.00542944,320.0,272.0
1705,Mgat4a,0.0011384482,0.001698609,1219.0,1162.0
1706,Dgkh,0.0031952222,0.004222537,492.0,567.0
1707,Usp2,0.0021210276,0.0034828566,863.0,734.0
1708,Fdft1,0.0033502474,0.0053937244,430.0,282.0
1709,Wdr27,0.001398335,0.0020088477,1103.0,1099.0
1710,Gpr146,0.00072824897,0.0011260324,1416.0,1362.0
1711,Reck,0.0025437009,0.0035104123,717.0,730.0
1712,Ypel2,0.002430099,0.0031989284,754.0,801.0
1713,Zc2hc1c,0.0016904601,0.002456803,984.0,979.0
1714,Meis1,0.0032492948,0.0049426826,470.0,377.0
1715,Antxr1,0.0035672814,0.004742532,363.0,440.0
1716,Cap2,0.0015624393,0.00269838,1043.0,924.0
1717,Exoc6,0.0013485043,0.0020785143,1121.0,1080.0
1718,Nrbp2,0.0011467438,0.0014098373,1213.0,1272.0
1719,Pik3r1,0.0037176302,0.006017017,302.0,168.0
1720,Eya2,0.0012274298,0.0019350157,1175.0,1111.0
1721,Slc7a7,0.0005711742,0.00077725237,1515.0,1510.0
1722,Klf10,0.0023904121,0.003395134,765.0,758.0
1723,St3gal5,0.0032358945,0.0043209987,481.0,545.0
1724,Nr1h3,0.0013537273,0.0015240726,1116.0,1223.0
1725,Jak3,0.0010758777,0.0015037229,1251.0,1236.0
1726,Myo10,0.0036103388,0.0046024537,348.0,478.0
1727,Hsd17b11,0.003025317,0.0052282442,550.0,316.0
1728,Mob3b,0.0012688063,0.0016503439,1153.0,1177.0
1729,Cgnl1,0.0032661099,0.0043935496,457.0,529.0
1730,Fam53b,0.0022004517,0.002934374,833.0,861.0
1731,Trp53inp1,0.0043413825,0.008667848,124.0,30.0
1732,Fam43a,0.0028060686,0.003860307,627.0,655.0
1733,Nbeal2,0.0004797495,0.0005407141,1584.0,1632.0
1734,Tsku,0.0019334094,0.0027198324,919.0,915.0
1735,Jcad,0.0028155108,0.0041341605,623.0,592.0
1736,Hif3a,0.001677398,0.0017919877,992.0,1142.0
1737,Macrod2,0.0018131194,0.0023033232,953.0,1014.0
1738,Reps2,0.0010151726,0.0017145025,1280.0,1156.0
1739,Slc2a12,0.00073769427,0.00084852154,1405.0,1484.0
1740,Map3k15,0.0013458006,0.0019767783,1122.0,1106.0
1741,Als2cl,0.0012744765,0.0025395893,1151.0,960.0
1742,Llgl2,0.0021472608,0.0030984594,851.0,824.0
1743,Oxr1,0.0036662968,0.005893135,322.0,191.0
1744,Rnase4,0.0038857656,0.0050414414,243.0,358.0
1745,Frk,0.0017116475,0.0021506608,982.0,1054.0
1746,Txnip,0.003788841,0.0065429043,275.0,102.0
1747,Atxn7l1,0.0023315456,0.0028651983,790.0,880.0
1748,Paqr8,0.0016210399,0.0022679984,1018.0,1020.0
1749,Pik3ip1,0.0032615054,0.0044223294,461.0,525.0
1750,Col11a2,0.00047041805,0.00037328154,1592.0,1730.0
1751,Sumo3,0.0039561284,0.0051735085,213.0,327.0
1752,Zfp287,0.001515212,0.0019058905,1063.0,1120.0
1753,Egfr,0.0032636405,0.004674158,459.0,461.0
1754,Tob1,0.0039239405,0.0054845875,226.0,261.0
1755,Slc35a3,0.0025326419,0.0030253667,722.0,839.0
1756,Abcc5,0.0042249877,0.0048318086,150.0,410.0
1757,Sox4,0.0037201035,0.0049239616,300.0,386.0
1758,Nampt,0.0026588836,0.0036858632,672.0,690.0
1759,Papss2,0.0017931458,0.0025995704,961.0,946.0
1760,Ccnd2,0.0041626585,0.0061331177,160.0,146.0
1761,Ifnlr1,0.0007604084,0.0010097913,1392.0,1402.0
1762,Ldlr,0.003386107,0.004993001,414.0,364.0
1763,Cplx2,0.0019565714,0.0025589608,912.0,956.0
1764,Phldb3,0.0007207345,0.0011334972,1423.0,1357.0
1765,Abat,0.0032524879,0.004506,465.0,504.0
1766,Ppp1r12b,0.0031837877,0.004659451,495.0,465.0
1767,Zfp469,0.0008925812,0.0011768779,1339.0,1340.0
1768,Junb,0.0045287255,0.0059710713,95.0,182.0
1769,Zfp36l1,0.0038583968,0.0059721754,247.0,181.0
1770,Camsap3,0.0009906592,0.0014883731,1296.0,1241.0
1771,Cnksr3,0.0013002009,0.0019488602,1137.0,1109.0
1772,Lrrc75a,0.0013607964,0.002234109,1115.0,1028.0
1773,Rora,0.003250185,0.004076012,468.0,610.0
1774,Nfkbiz,0.002437659,0.0039648092,751.0,631.0
1775,Cbx7,0.0004554959,0.00065242924,1598.0,1577.0
1776,Slc2a9,0.0027039214,0.0028369268,658.0,888.0
1777,Marcks,0.00353937,0.0049731852,368.0,368.0
1778,Shpk,0.001095692,0.0011936282,1238.0,1332.0
1779,Cnnm2,0.0015739969,0.002181642,1038.0,1044.0
1780,Amigo3,0.0005843838,0.00093897566,1507.0,1436.0
1781,Greb1l,0.000953193,0.0016909338,1309.0,1166.0
1782,Qsox1,0.0036993858,0.005351388,310.0,290.0
1783,Pik3r3,0.0022209932,0.003417462,825.0,754.0
1784,Rhob,0.00404611,0.0052672564,191.0,308.0
1785,Slc25a35,0.0011212467,0.001645707,1225.0,1181.0
1786,Enpp4,0.0017502219,0.0023946015,972.0,992.0
1787,Zfp36l2,0.0035860292,0.005514802,355.0,258.0
1788,Man1c1,0.002058652,0.0028204664,886.0,893.0
1789,Sqle,0.0032488802,0.004441422,471.0,521.0
1790,Klf12,0.0014113766,0.0019248504,1095.0,1115.0
1791,Per2,0.0011014091,0.0014371643,1236.0,1262.0
1792,Tbc1d8,0.0020097457,0.0029427996,896.0,859.0
1793,Cacna1a,0.002896415,0.0039920784,591.0,628.0
1794,Tle4,0.0026409603,0.004881524,679.0,396.0
1795,Adamtsl5,0.0021372843,0.0025389246,856.0,961.0
1796,Dnajc28,0.0010277228,0.0014872313,1273.0,1242.0
1797,Tmem41a,0.002577709,0.0038191525,708.0,664.0
1798,Cpeb3,0.001279611,0.0016304336,1147.0,1185.0
1799,Thra,0.0034303644,0.0047324216,401.0,443.0
1800,Trim2,0.0021872595,0.002521268,839.0,963.0
1801,Ak3,0.0036831636,0.0048621017,314.0,401.0
1802,F8,0.0009045022,0.0015963404,1336.0,1197.0
1803,F11r,0.0033338105,0.004438006,434.0,522.0
1804,Zfp568,0.0029344768,0.0041982005,578.0,574.0
1805,Ermp1,0.002298116,0.0033186674,798.0,774.0
1806,Esrp2,0.0012046621,0.0017317787,1185.0,1153.0
1807,B4galt5,0.0017036215,0.0023041368,983.0,1013.0
1808,Stard13,0.0026380122,0.0034281604,681.0,748.0
1809,Ppip5k1,0.0018118911,0.0027060288,955.0,922.0
1810,Fam222a,0.0005318614,0.0005600875,1547.0,1613.0
1811,Madd,0.00079701067,0.0011879489,1378.0,1334.0
1812,Runx1,0.0032731774,0.0049182903,453.0,390.0
1813,Ldlrad3,0.0020943792,0.0024714398,871.0,974.0
1814,Rbm38,0.0019198208,0.0026537979,920.0,931.0
1815,Pik3c2b,0.0009258667,0.0011020384,1323.0,1370.0
1816,Slc22a5,0.0005349958,0.0007065386,1544.0,1544.0
1817,Urb2,0.0014528706,0.0018569748,1078.0,1129.0
1818,Lynx1,0.0021554136,0.0024892744,848.0,970.0
1819,Tead4,0.0013412542,0.0020624625,1126.0,1084.0
1820,C1qtnf6,0.0020419552,0.0029860756,890.0,844.0
1821,Erlin1,0.0025138909,0.0035588264,730.0,722.0
1822,Gpr19,0.0005650473,0.0011966611,1519.0,1331.0
1823,Ier2,0.0044805454,0.0062234807,105.0,136.0
1824,Tmco4,0.0011936222,0.0014806673,1191.0,1246.0
1825,Lipe,0.00084480003,0.0009444864,1356.0,1434.0
1826,Sun2,0.0026621136,0.003719756,671.0,685.0
1827,Zfp36,0.00348598,0.0049226778,384.0,389.0
1828,Arhgap42,0.0039580124,0.0056071,212.0,243.0
1829,Fbxo10,0.0011183905,0.0015682403,1227.0,1206.0
1830,Herpud1,0.0034032464,0.0052430294,408.0,314.0
1831,Pdk2,0.0011430595,0.0015698391,1214.0,1205.0
1832,Shb,0.002468193,0.003417624,744.0,753.0
1833,Igdcc4,0.0025983753,0.00360256,699.0,710.0
1834,Trim24,0.004090633,0.0061163665,176.0,151.0
1835,Yod1,0.0020721853,0.002714896,876.0,917.0
1836,Asb13,0.0014002759,0.00213859,1101.0,1057.0
1837,Cpd,0.0038997957,0.0055465526,238.0,248.0
1838,Mgat3,0.0021363392,0.0030388185,858.0,836.0
1839,Carmil1,0.002143586,0.0029183803,853.0,865.0
1840,Ets2,0.0031341154,0.0044095307,513.0,527.0
1841,Ankrd9,0.0018751568,0.002722752,932.0,913.0
1842,Plekhf2,0.0021526488,0.0029806204,849.0,846.0
1843,Scamp5,0.0019142255,0.0027445308,922.0,910.0
1844,Pnpo,0.0018713245,0.0025062563,934.0,968.0
1845,Vamp8,0.0037214567,0.0057048462,299.0,227.0
1846,Clcn3,0.0026394757,0.0041271965,680.0,594.0
1847,Ddit4,0.0032481016,0.004859618,474.0,403.0
1848,Lamb2,0.0039084638,0.0049786605,232.0,366.0
1849,Ccdc71l,0.0023683468,0.00315788,773.0,812.0
1850,Crim1,0.0038853223,0.0072225425,244.0,65.0
1851,Gm2a,0.0029930251,0.0045192135,559.0,498.0
1852,Gcnt2,0.0030532747,0.0046918257,542.0,459.0
1853,Sik1,0.002609614,0.003475528,698.0,736.0
1854,Ssh2,0.0027169774,0.003839969,653.0,659.0
1855,Fads2,0.0013426259,0.00182167,1125.0,1135.0
1856,Kdm7a,0.0029031686,0.004146069,588.0,590.0
1857,Aldh6a1,0.0019624517,0.0025966724,909.0,947.0
1858,Colgalt1,0.004081951,0.0061126202,179.0,152.0
1859,Lyst,0.0032390293,0.0051450175,477.0,334.0
1860,Plag1,0.0018118994,0.002415957,954.0,987.0
1861,Ick,0.0025543019,0.0034882114,713.0,733.0
1862,Pkp4,0.0025208192,0.0032013408,727.0,800.0
1863,Tmem87a,0.0030466097,0.0046697063,543.0,462.0
1864,Ptges,0.0037113973,0.004787295,305.0,424.0
1865,Abcc10,0.00096378004,0.0011316581,1304.0,1358.0
1866,Mfsd12,0.0011738058,0.0016646939,1205.0,1173.0
1867,H6pd,0.0035784743,0.004547572,358.0,491.0
1868,Malt1,0.0013986505,0.001999839,1102.0,1101.0
1869,Idh1,0.0045724986,0.0066423253,89.0,96.0
1870,Gramd4,0.0025756867,0.0035158447,709.0,729.0
1871,Prkag2,0.0022443593,0.0035959703,816.0,711.0
1872,Tmtc3,0.0040089544,0.0065272115,199.0,103.0
1873,Fkbp5,0.004105015,0.006125243,172.0,149.0
1874,Ly6e,0.0045853816,0.005760014,88.0,218.0
1875,Cnnm4,0.0013719611,0.0020427394,1111.0,1091.0
1876,Irs1,0.0028397613,0.003931358,613.0,641.0
1877,Vwa8,0.0025018053,0.0034360322,735.0,744.0
1878,Jarid2,0.0024784582,0.0042098043,742.0,571.0
1879,Lpar6,0.0028140557,0.004191415,624.0,577.0
1880,Slc8b1,0.001126603,0.0019295806,1222.0,1113.0
1881,Slc36a1,0.0015079672,0.0021285934,1066.0,1060.0
1882,Rictor,0.0037188565,0.005115464,301.0,342.0
1883,Sel1l,0.0043813763,0.005978569,119.0,178.0
1884,Mvk,0.0031354127,0.004562095,512.0,486.0
1885,Nedd9,0.003362495,0.006252053,424.0,132.0
1886,Plagl2,0.0022239257,0.003423164,822.0,750.0
1887,Trp53inp2,0.0033103526,0.0047220197,443.0,448.0
1888,Fam214a,0.0024937533,0.00358159,739.0,715.0
1889,Slc1a4,0.0026651514,0.003566262,669.0,720.0
1890,Pdcd4,0.00479767,0.0069545675,73.0,75.0
1891,Klhl24,0.003790203,0.006272005,273.0,129.0
1892,Lrp6,0.0033995118,0.004740868,409.0,441.0
1893,Tcf7l2,0.0035985073,0.005293408,350.0,303.0
1894,Wdr19,0.0016551286,0.0024805476,1000.0,972.0
1895,Zfp608,0.003236969,0.0043129753,480.0,546.0
1896,Stk35,0.002820593,0.0034191958,618.0,752.0
1897,Osmr,0.0037968897,0.005612897,266.0,241.0
1898,Fbxl4,0.001946347,0.0025455726,916.0,958.0
1899,Thnsl1,0.001660552,0.002209071,998.0,1037.0
1900,Ptk7,0.0032564884,0.005442306,463.0,270.0
1901,Eda2r,0.003504951,0.0047183516,380.0,451.0
1902,Trmt2a,0.0024043703,0.0031441653,761.0,816.0
1903,Tmem64,0.0029642836,0.0038986278,568.0,651.0
1904,Zdhhc9,0.0029318035,0.004078784,580.0,608.0
1905,Agpat4,0.003595398,0.00523141,352.0,315.0
1906,Akap13,0.0038175338,0.005664059,261.0,233.0
1907,Sort1,0.0024594322,0.0034312939,745.0,747.0
1908,Snap47,0.0040441095,0.005804507,192.0,211.0
1909,Map4k3,0.0031937652,0.0051481505,493.0,332.0
1910,Scrn3,0.0026126273,0.003972303,694.0,630.0
1911,Sepsecs,0.0015974073,0.0022622566,1021.0,1025.0
1912,Ece1,0.0038346574,0.006108237,253.0,153.0
1913,Tsc22d1,0.003776649,0.0058479034,280.0,203.0
1914,Ikbkg,0.0027258364,0.003928352,651.0,644.0
1915,Nfia,0.003644869,0.005136041,331.0,336.0
1916,Peli1,0.0026296217,0.004219338,685.0,568.0
1917,Tef,0.002534046,0.0039222287,720.0,645.0
1918,Slc30a1,0.0021924127,0.003173632,838.0,810.0
1919,Efnb2,0.0040261564,0.0064249863,196.0,111.0
1920,Scd2,0.0033671465,0.0056065936,422.0,244.0
1921,Foxp4,0.0028692205,0.004047187,598.0,619.0
1922,Amotl2,0.004074429,0.0054117204,182.0,279.0
1923,Agap1,0.0037485596,0.0061027287,290.0,154.0
1924,Lpgat1,0.0036529175,0.0052176933,326.0,317.0
1925,Ppp6r1,0.0033506167,0.0047736038,429.0,433.0
1926,Gria3,0.0032940859,0.00513638,447.0,335.0
1927,Scarf2,0.0032007343,0.004173672,490.0,581.0
1928,Dag1,0.0034189955,0.005173618,404.0,326.0
1929,Agrn,0.0030963232,0.0041108513,526.0,599.0
1930,Tns3,0.003280685,0.0048518963,450.0,404.0
1931,Vav2,0.003261876,0.004076654,460.0,609.0
1932,Mindy2,0.0032118924,0.004814172,486.0,413.0
1933,Cdc34,0.0037233634,0.0054196403,297.0,275.0
1934,Lasp1,0.0040565147,0.006206086,188.0,139.0
1935,Atp6v1b2,0.00294916,0.0037707228,574.0,674.0
1936,Nfat5,0.0038992262,0.0053746067,239.0,284.0
1937,Susd6,0.0037958026,0.0049358224,268.0,378.0
1938,Zcchc24,0.0036107823,0.004757217,347.0,438.0
1939,mt-Nd4,0.0033228174,0.003952154,436.0,637.0
1940,mt-Co1,0.004279526,0.005896901,138.0,189.0
1941,Pkd1,0.0031597305,0.004622797,502.0,473.0
1942,Por,0.003649633,0.004971079,328.0,371.0
1943,Tbl1xr1,0.0031378018,0.0044319206,509.0,524.0
1944,Mapkapk2,0.0034572314,0.0044918233,396.0,508.0
1945,B4galt1,0.0039102538,0.006581011,231.0,100.0
1946,Ly6d,0.00019462821,0.0006530258,1826.0,1576.0
1947,Sftpd,0.00013727782,0.00036663373,1890.0,1737.0
1948,F10,0.0009148747,0.004197318,1328.0,575.0
1949,Treh,1.04012515e-05,9.660933e-05,1955.0,1939.0
1950,Sst,0.00012608734,0.00037919,1902.0,1726.0
1951,Cdh22,0.00012589271,0.00055307784,1903.0,1621.0
1952,Acsm2,0.00012100425,0.00040183286,1906.0,1715.0
1953,Sftpa1,0.00013710534,0.00033154656,1891.0,1771.0
1954,Traj27,0.00018178798,0.00019192725,1841.0,1890.0
1955,Tnfrsf17,0.0010173543,0.0067296647,1279.0,84.0
1956,Gm13287,0.00037181572,0.00037259088,1661.0,1732.0
1957,Gm21028,0.00016390963,0.0005123482,1861.0,1648.0
1958,Lrrc26,0.00022166982,0.0021725884,1793.0,1047.0
1959,Lsmem2,0.00014085193,0.0002549474,1886.0,1834.0
