,pvalue,R2
Tcrg-C1,0,0.155235419705557
Btg3,0,0.15515145092908
Sugct,0,0.155101193204043
Hypm,0,0.155021251961671
A930038B10Rik,0,0.155004397967897
Gm26865,0,0.154974980746226
2810471M01Rik,0,0.1545407844012
4930431P03Rik,0,0.154525867064331
Gm7457,0,0.154521359556788
Rxra,0,0.154417044228175
Gm10787,0,0.154367367076649
Gm15684,0,0.154361118161316
Gm15756,0,0.154276741505772
Grhl2,0,0.154240811969972
Col4a5,0,0.15423367734347
Mannr,0,0.154028254522247
Nos2,0,0.154011768644885
Alx4,0,0.153654950329699
Tbc1d4,0,0.153407128749263
Gm37214,0,0.153255990819668
Smarcd3,0,0.153177001308988
Ccdc171,0,0.153112780958537
Tuba3b,0,0.152747430060074
Mei1,0,0.15243540969532
Cpz,0,0.1523570726568
Cd6,0,0.152331581719047
Crybb1,0,0.152284460803466
Tmie,0,0.151952736967988
Tle6,0,0.151775755273436
Ccdc189,0,0.151507631620475
Iigp1,0,0.151433978408004
Zfp935,0,0.151429696092477
Hist1h1a,0,0.15127552259507
Gata4,0,0.151229345223435
Prg2,0,0.151168195854242
Rxrg,0,0.151159530498537
Spata6,0,0.150793297347347
Klhl30,0,0.150606507770972
Ecm1,0,0.150549771561942
Spire2,0,0.150545233877264
Emp1,0,0.150255427425613
Nkx6-2,0,0.150247142924082
Myzap,0,0.150104373057951
Trp63,0,0.15000845177277
Mtmr11,0,0.149884868577773
Zfp37,0,0.149659243226135
Rapgefl1,0,0.149657215282536
Gm13547,0,0.149616898868254
Mcam,0,0.14956635375664
Krt222,0,0.14946867552504
Pcdhb19,0,0.149328738894673
Gpa33,0,0.149250778312969
Gm26511,0,0.149112047516403
Ly86,0,0.14897923091501
Gm26843,0,0.148835419896178
Clec7a,0,0.14881837218088
1700012C08Rik,0,0.148708668851323
Ces2c,0,0.148581860030574
AY512915,0,0.14817055891246
Fmnl2,0,0.148040621761734
Hgsnat,0,0.147913239828675
Tmem151b,0,0.147719543061325
Dnajc22,0,0.147621571587504
Map1lc3a,0,0.147480822052154
Glra1,0,0.14736683784329
Wif1,0,0.147357193275733
Bend5,0,0.147264868645294
1810041H14Rik,0,0.147136485996918
Gm43248,0,0.146726661244839
Phf24,0,0.146701923918262
Kcnd3,0,0.146656725239513
Ncoa7,0,0.146528999988073
Sulf2,0,0.146330755650723
Nacc2,0,0.146139926135748
Prr18,0,0.146060564545928
Pdlim4,0,0.145954030859552
Ehd3,0,0.145952339291804
Dgkb,0,0.145905938221233
Gm15234,0,0.145877904010908
Bsph1,0,0.145877904010907
8030451A03Rik,0,0.145792530127134
Gm16291,0,0.145515395816244
9230110C19Rik,0,0.145100158308729
4930486I03Rik,0,0.145012944718582
Notch3,0,0.145008236083802
Il1b,0,0.144977261341298
Eif2c5,0,0.144968095614673
D930028M14Rik,0,0.14481891044215
Prodh2,0,0.144451291028195
Fam149a,0,0.144441107069449
Cdkl1,0,0.144215250469392
A3galt2,0,0.144109909318734
4930554C24Rik,0,0.144098416361262
Dmrt2,0,0.143995988108437
Gm12784,0,0.143862919158346
Cacna2d4,0,0.143791289764885
Myct1,0,0.143652665681126
Serpine2,0,0.143628302005603
A230001M10Rik,0,0.143612511586253
Tmem156,0,0.143517115062323
Psg17,0,0.143198051559353
Otulin,0,0.143018981333131
BC094916,0,0.143011974535769
Cacng6,0,0.142938632986704
Gm4208,0,0.142918836368842
Olfr1238,0,0.142853912974599
B020004C17Rik,0,0.142853912974598
Hcar2,0,0.142748836422678
Olfr513,0,0.142726212310151
Gm5475,0,0.142596318706467
Capn9,0,0.142549811565305
Ccl24,0,0.142529332068054
Sirpb1b,0,0.142469939998267
Naalad2,0,0.142128004354701
Rian,0,0.142084935699807
Adam12,0,0.142039837308733
B130055M24Rik,0,0.141849078088615
3110099E03Rik,0,0.141836830180815
8030423F21Rik,0,0.141749628667013
Arhgef10,0,0.141664816226251
Tmem136,0,0.141553693746534
Cyp4v3,0,0.141426791662506
Jup,0,0.141398855310436
Tcstv1,0,0.141380775161774
Gm17484,0,0.141275989302189
4930526F13Rik,0,0.141266579473876
Trim34a,0,0.141141711338892
Dok4,0,0.141074635260862
Ddx4,0,0.141049761210066
Slc24a2,0,0.141012789200521
Helt,0,0.140670526537101
Rtp4,0,0.140559543067956
Duox2,0,0.140206132156221
Ros1,0,0.140011589811766
Iqch,0,0.139908302867244
BC048671,0,0.139858052544513
Gm12705,0,0.139844541368481
Spry3,0,0.139741267181525
Lars2,0,0.139735402417613
Baiap2l2,0,0.139391324714168
Sh3bgrl2,0,0.139359409005394
P2rx3,0,0.139235679019809
Pmfbp1,0,0.139218191972759
Rpl39l,0,0.139146215716303
1700016F12Rik,0,0.139015484468641
Atp13a4,0,0.138878115060662
Slc37a2,0,0.13887038570564
Gm13561,0,0.138862269322199
Top2a,0,0.138660739638525
Gp9,0,0.138614901204742
Dnah9,0,0.138507830150338
Trpm2,0,0.1384893161886
Pard6g,0,0.138457334131909
Zfp74,0,0.138279729450388
Tbx3,0,0.13815216647409
Plekha5,0,0.138115458123403
Slc35f1,0,0.137963627513405
Slc35d3,0,0.137921132368522
2310081O03Rik,0,0.137787082213969
9330185C12Rik,0,0.13765282692393
Gm20621,0,0.137599408449297
Gm20508,0,0.137515292710615
Upk3bl,0,0.137262240304182
Irs1,0,0.137214939929655
1700016G14Rik,0,0.137053020087172
Txnip,0,0.137013872802362
Sgsm2,0,0.136814351075355
Ascl3,0,0.136742705650104
Cmya5,0,0.136741346754737
Tmem140,0,0.136315113973359
Kcp,0,0.136240544717489
Myh8,0,0.135984990538017
Cyp2b19,0,0.135905555764791
Gm17116,0,0.135825508647049
Serp2,0,0.135726550562482
Hcst,0,0.135620108708834
Klra2,0,0.135331179328205
A430093F15Rik,0,0.135281163976458
Stat1,0,0.135094789996464
Usp17lc,0,0.134854019220599
Als2cl,0,0.134721332358991
Gm4951,0,0.134710333456598
Gm11992,0,0.13439671648608
Srpx2,0,0.134232879604201
Cryba2,0,0.134203341637711
Psors1c2,0,0.134080684806305
Gm15704,0,0.133883927780132
Gdnf,0,0.133829836428184
AI607873,0,0.13376986406733
Smoc2,0,0.13376109454743
Shroom2,0,0.133755515263476
1700047G03Rik,0,0.1337459128964
Chd2,0,0.133584381630814
Tnf,0,0.133556633798063
Gm28499,0,0.133453171062471
7530428D23Rik,0,0.133228841059453
Mecom,0,0.133149196550289
Gucy2e,0,0.133101933601275
Cyp2c50,0,0.133013864562687
4932443L11Rik,0,0.133005721950438
Sirpb1c,0,0.132925658232468
9630001P10Rik,0,0.132701685370453
Maff,0,0.132618499333475
Gm26517,0,0.132530723512763
Plpp6,0,0.132504119415484
Olfr658,0,0.132418818071573
Gm12860,0,0.132370607657044
Inhbc,0,0.132285620960296
Pfn2,0,0.132007043115711
4930513O06Rik,0,0.131931237336061
9930111J21Rik2,0,0.131796682629625
Rasl12,0,0.131686315922149
Jakmip1,0,0.131395266886412
Kcnh6,0,0.130871424719822
Sgk1,0,0.13085734878742
A430034D21Rik,0,0.130821081857448
Dsc2,0,0.130809815893511
Gm5814,0,0.130760419639066
Igkv9-123,0,0.130744158014259
Slc6a4,0,0.130495874413018
Hist1h2br,0,0.130476470362327
Gm4985,0,0.130414633366023
Lncpint,0,0.130380690536699
Olfr132,0,0.1303398915013
Dbp,0,0.130326207938349
4933428C19Rik,0,0.13026694466803
Tsga10ip,0,0.130134366292491
Olfr1427,0,0.129996154697784
Il17ra,0,0.129951477823507
Gm16052,0,0.129914557977814
Prrx2,0,0.129840837339932
Myo1a,0,0.129826865503816
Mill2,0,0.12981656724555
Cd96,0,0.129738221850611
Ifi44,0,0.129414602166409
Gm10640,0,0.128907344171064
Stat2,0,0.128756432452901
Fzd10,0,0.128747937637685
Actl7a,0,0.128711544461391
Tnnc2,0,0.128131285417195
Sema7a,0,0.127997879785373
Syn2,0,0.12781050405009
Scgb1b27,0,0.127807018008184
Col6a5,0,0.127764197131754
Grap,0,0.127636735840948
Plxna1,0,0.127533048308207
Ankrd6,0,0.126945349730741
Ifi27l2a,0,0.126901323849206
Mir670hg,0,0.126829148864061
Fam184a,0,0.126824702502717
Ube2l6,0,0.126486106430012
Klhl34,0,0.126200745871136
Gm44591,0,0.126170309696475
Tagln3,0,0.12578039680739
Gm20109,0,0.125767304527047
Wwc1,0,0.125729995599224
Ccdc54,0,0.125721953649592
Cnp,0,0.125682846485854
Olfr355,0,0.125628368511818
Dapk2,0,0.125386519886329
Frmpd3,0,0.125087217613191
N4bp3,0,0.12507618768282
Zfp963,0,0.124990255803568
Trnp1,0,0.124712914648545
Gm14403,0,0.124625492001976
Tlx3,0,0.124625492001975
Gm44696,0,0.124614084603982
Hspb8,0,0.124582245755403
Ism1,0,0.124563462456731
Cd22,0,0.124529553276259
Hoxc12,0,0.124420415432172
Src,0,0.124390018946588
Klk1b11,0,0.124311293269939
Unc13d,0,0.124093656116154
Olfr65,0,0.123967304801082
Ugt1a10,0,0.123937080172
Dner,0,0.123884934267991
Txndc8,0,0.123822743406426
Ch25h,0,0.122883842157348
Il20,0,0.122865628011351
Arhgap27os2,0,0.122828682688269
Hist1h2bq,0,0.122783728234165
Gm29506,0,0.122765794460302
Hba-a2,0,0.122728588691755
Lgmn,0,0.122623716106694
Ms4a4c,0,0.122583204359784
Gm14244,0,0.122542210010295
Kcnip4,0,0.122345912531727
Dnmbp,0,0.122019898439159
Atp6v1g2,0,0.121940282632008
Gm13631,0,0.121829668671118
Tppp3,0,0.121749641162608
Cntnap4,0,0.121241760035728
Slc25a35,0,0.121096177962665
Dock10,0,0.121078285776088
1700019N19Rik,0,0.121056084510934
2700068H02Rik,0,0.120739703824097
Ren1,0,0.120685651983892
Scn1b,0,0.12067424417669
Pck1,0,0.12033463442771
Casp14,0,0.120216447011842
Ces1d,0,0.119965880213121
Marcks,0,0.119946639808158
Isg20,0,0.119242266907545
Otop2,0,0.119009979862807
4922502D21Rik,0,0.118914986943996
Sh2d4a,0,0.118269733576007
Pou4f3,0,0.118222864237111
Fry,0,0.118066715266697
AA645442,0,0.117991691561136
Atoh8,0,0.117981381387287
Amhr2,0,0.11780407577035
Sbpl,0,0.117729465387449
Taco1os,0,0.117721530455085
Gm11823,0,0.117615698507148
BC024139,0,0.117353922539313
Myom1,0,0.117318746382235
Chrd,0,0.116960905821535
Hist3h2a,0,0.116482998983307
Kcnv2,0,0.116479296791628
Gm11627,0,0.11646594419061
Gm17435,0,0.116307853812999
Ccdc114,0,0.116275638553702
Pdgfb,0,0.116239315732149
Atp1b2,0,0.116131162163745
Tpm2,0,0.116085872520983
Gpr143,0,0.116066158365933
AW011738,0,0.116013824979426
Aldh1a1,0,0.115705818931455
Flrt1,0,0.115609340805496
Tmem56,0,0.115534419653544
Dhrs9,0,0.115532764908126
Islr,0,0.115529170664071
Popdc2,0,0.115477398382996
Slc1a7,0,0.115375255972881
Il2rb,0,0.115369764445006
Ccser1,0,0.115110146455792
Rsph9,0,0.115101417377977
Trim21,0,0.114694766826356
Ear1,0,0.114618140564944
Igf1os,0,0.114610676790393
Fam46c,0,0.114392225527164
Mpped2,0,0.11423234372724
Ucp1,0,0.114222505815003
Gm15558,0,0.114188605039898
Sfxn4,0,0.114174462217679
Lrtm2,0,0.114107474883984
Lgalsl,0,0.114075009978132
Pls1,0,0.113816589326006
Slc4a1,0,0.113699070991175
Syce1,0,0.113350854486047
Adgrl4,0,0.113135987401163
Nrbp2,0,0.113089452212977
Gm28111,0,0.112966822708021
Snca,0,0.112834269833836
H2-DMa,0,0.112723344744102
Prox1,0,0.112663638170505
Rasa4,0,0.112599453590845
Reg1,0,0.112568254091405
AI464131,0,0.112442866279919
Gpnmb,0,0.112329997549094
Smpd5,0,0.112313560631971
Tex33,0,0.112246720928994
Col16a1,0,0.111924544941998
Lrat,0,0.111869399815971
Nudt11,0,0.11182847224706
A330048O09Rik,0,0.111806713457501
Gm17173,0,0.111452299306418
Slc16a9,0,0.111193492144825
9330162012Rik,0,0.111173691613608
Nr4a3,0,0.111128004229044
Cyp21a1,0,0.11105376079894
Arrdc5,0,0.11105376079894
Gm13528,0,0.110587400584294
Crtac1,0,0.110434487956729
Pla2g1b,0,0.110318136326118
Ablim1,0,0.110282101271482
Pltp,0,0.110270471125841
Duxf3,0,0.110256340811224
Tecta,0,0.110059266425974
Pcdhb6,0,0.109975521093934
A530076I17Rik,0,0.109972002180759
Engase,0,0.109823251565501
6030468B19Rik,0,0.109777859107695
Gm14010,0,0.109737049699963
Ccnd1,0,0.10964973104757
Tvp23bos,0,0.109635077128503
A830011K09Rik,0,0.109178797681302
Itga3,0,0.108890856792459
Nfkb2,0,0.108860486325976
Rbms3,0,0.108432628532491
Prl,0,0.108325057442593
Ksr2,0,0.108307191817155
Loxhd1,0,0.108226745107482
Bcan,0,0.108172130144342
Il1a,0,0.108030877385019
Pcmtd2,0,0.107972307241242
Gm5441,0,0.107900687741567
Lynx1,0,0.107790467595615
Oprd1,0,0.107272434491072
4930448A20Rik,0,0.107158432519524
Haao,0,0.106944623893063
Gm15894,0,0.106531787935281
9230114J08Rik,0,0.106038439999447
Trp53i11,0,0.106013840116965
Olfr330,0,0.105714110311715
Ccdc68,0,0.105610057721493
Pcdhb9,0,0.105560953164058
Paqr5,0,0.105491537425223
Trpv5,0,0.105420786119094
C030017D09Rik,0,0.105131891150524
Rasgrf2,0,0.1044157278069
Stfa3,0,0.10387183099438
Sertad4,0,0.103751921011649
Igf2,0,0.103551120656523
Sppl2c,0,0.103542092258801
Zfp503,0,0.103426712279282
Oas3,0,0.103409553522168
Fn3k,0,0.103124712456075
1500026H17Rik,0,0.103086738144118
Ccdc169,0,0.1030294492962
Olfr464,0,0.102681186337631
Tac2,0,0.102619325710357
Unc45b,0,0.102589717348008
Fam216b,0,0.102515836497735
Fam167a,0,0.102433664629397
Sox4,0,0.102431038392769
Gm20715,0,0.102220067557985
Esm1,0,0.101719870436882
Lrrc72,0,0.101707118980129
Ntn5,0,0.101648491192574
Igtp,0,0.101550470879656
Dntt,0,0.101445327437466
Olfr887,0,0.101432293850035
Cd79a,0,0.101291842464695
Lgr6,0,0.101162331973031
Miat,0,0.101116441336716
9630013D21Rik,0,0.100950966595409
Skint3,0,0.100622512474754
Ebf1,0,0.100406937919048
Stfa2,0,0.100401380404827
Mafb,0,0.100243178034995
Fam227a,0,0.100167239178812
Nfkbiz,0,0.100164180295311
Sdc3,0,0.0999066133847834
2610028E06Rik,0,0.0998380250972882
Prss30,0,0.0998307129632317
Sulf1,0,0.0997797273499597
Phyhipl,0,0.0996183451530676
Atp6v1c2,0,0.0996033857748388
Sec1,0,0.0995223796443927
Cyp17a1,0,0.0993652984265027
Grm8,0,0.0992922866739291
Foxa2,0,0.099184617180419
Bmp8b,0,0.0991685018079076
Hnf4a,0,0.0991228087108357
Cfhr1,0,0.0991228087108353
Acvrl1,0,0.0991121944079157
4930504D19Rik,0,0.0990562029093184
Mnda,0,0.0989580749932077
Rtn1,0,0.0988582021879145
Gm19583,0,0.0986995247126602
Them7,0,0.0986698764924911
Unc5d,0,0.0983100379224403
Cyp4a12b,0,0.0980990306079608
2810403D21Rik,0,0.0980877655139166
D630024D03Rik,0,0.098071938817447
Trp53inp1,0,0.0979922252599311
Murc,0,0.0978818118667259
Igf1,0,0.097570863698403
Nsg2,0,0.097552701068517
Blk,0,0.097552701068517
BC100530,0,0.0974127846036287
Zim3,0,0.0973196251485498
Pianp,0,0.0972618068258572
B3gnt6,0,0.0969711707684021
Gm13262,0,0.096971170768402
Ube2dnl1,0,0.0963207673744633
Cd27,0,0.0959715293794945
Gm17767,0,0.0956919367605158
Gm44764,0,0.0954346657311559
Tgm2,0,0.0953758293345057
Pla2g4e,0,0.0953686103649098
Gm15759,0,0.0953189525206471
1110002J07Rik,0,0.0951693291785594
Ndrg4,0,0.0950077996839295
Gm5468,0,0.0947798853860352
9630013K17Rik,0,0.0944612911563279
Crisp4,0,0.0942775648533345
Fbxo41,0,0.094071942138445
Abcg5,0,0.0937360508844433
Gm20559,0,0.0935560380135735
Itgax,0,0.0934250157747239
2210407C18Rik,0,0.0928838985743992
Gm13219,0,0.0927953409047063
Gm15609,0,0.092723280499807
Ing1,0,0.0924930834834841
Sema6d,0,0.0922542463732293
Pf4,0,0.0920429353941614
Chrdl2,0,0.0919263150169332
Il17rb,0,0.0918770344743206
Palm2,0,0.0918770344743197
Gpc3,0,0.0916631918415305
Ceacam15,0,0.0916200180851703
Mmrn1,0,0.091388835301579
Cd226,0,0.0910132719694823
1700007G11Rik,0,0.0909416598779963
Ermap,0,0.0908863827449277
Usp51,0,0.0908125765937664
Appbp2os,0,0.0907955394457324
Bmp2,0,0.0905702784077874
2010300C02Rik,0,0.0902107810790895
F11,0,0.0898757424976496
Tril,0,0.089657813579697
Rhbdl3,0,0.0896082042262887
Tead3,0,0.089591091317697
Olfr684,0,0.0895299931365574
Tfap2b,0,0.0894411172524133
Ctr9,0,0.0894402610223109
Gpr82,0,0.0893884964928149
Tesc,0,0.0890803753782842
8430436N08Rik,0,0.0885632609622909
Tceal3,0,0.0884998272338988
Cryaa,0,0.0884398616447038
Tbx4,0,0.0883793694703822
Gas6,0,0.0882071210515055
Gm12915,0,0.0879699325675492
Cacna1b,0,0.0874742072654417
Olfr648,0,0.0874627575370615
Agbl4,0,0.0874006427909255
Cecr6,0,0.0873271252964942
H2-T24,0,0.0870635678472223
Gm12301,0,0.0867602754350797
Gprc5b,0,0.0866409566598739
Apol10b,0,0.0862399254925538
Treml1,0,0.0862069548622277
Ptchd1,0,0.0858638563637269
Porcn,0,0.0855495418127402
BC048679,0,0.0855410214201273
Drd3,0,0.0854256360236287
Lca5l,0,0.0852893455229885
Col25a1,0,0.0852691933071357
Aldh1a2,0,0.085255493901269
Fam181b,0,0.0851409450220667
Uts2r,0,0.0851021343694588
1700015O11Rik,0,0.0850521411773993
Vldlr,0,0.0850267942497515
Jhy,0,0.0847757043213739
Selp,0,0.0846945955748108
Gm20465,0,0.0846914799586274
Gm17200,0,0.0845877234245735
Inhbb,0,0.0839851137044263
Vmn1r231,0,0.0838639401472563
Notum,0,0.0838238324581449
Tceal5,0,0.0836506635037709
1700129C05Rik,0,0.0835479018972523
Fjx1,0,0.0835479018972522
2200002D01Rik,0,0.0835450363943651
Gm15984,0,0.0833859918420786
Cldn34d,0,0.0833184072724133
Mapkbp1,0,0.082587644365152
Flt3,0,0.0822568269709459
Prss35,0,0.0819303854464846
Egr2,0,0.0813596229568359
Nlrp4a,0,0.0812375391866206
March11,0,0.0812042308589555
Gm29017,0,0.081190564309779
Krtap4-2,0,0.0806981638291596
Gm10570,0,0.0806291032307302
Hist2h3c2,0,0.0805745275960214
Wfdc12,0,0.0801207720905942
Ccr3,0,0.0800629892321021
Gm11769,0,0.0797848280092211
4931429P17Rik,0,0.0797779615668419
Gm8909,0,0.0792524637470759
Hrh3,0,0.0789349107187507
Emx2,0,0.0781960183773508
Tbx15,0,0.0781484946036288
Rragd,0,0.0779206805326316
Gbp2,0,0.0778917771362573
Olfr938,0,0.0777638293880059
Gprin3,0,0.0774440702416354
Cited1,0,0.0773453837960906
Cd2,0,0.076518044855346
Gm14435,0,0.0765007225743642
Cxcl16,0,0.0764286113827744
Dnase1l3,0,0.0760989179415843
Nudt17,0,0.076000075458835
Dcstamp,0,0.0757289358745129
Cort,0,0.0753113093868585
4933406P04Rik,0,0.0751200398071112
C1qc,0,0.0750818639327439
H2-DMb1,0,0.0749024821170853
Pramef12os,0,0.0744404314178173
Car4,0,0.0743864590760451
Kcnmb4,0,0.0739759241518236
4933439K11Rik,0,0.0736934472640204
Gm26596,0,0.0735615470351179
4930402F06Rik,0,0.0735312401648911
Sema5a,0,0.0734519918450343
Gm20754,0,0.0732589166886339
Helz2,0,0.0731916547438602
Gm13986,0,0.0731724844716627
Olfr801,0,0.0730352401806103
Kcnj12,0,0.0730292167818505
Cib3,0,0.0729741108339529
Nkd1,0,0.0728304553355544
Fndc3c1,0,0.0722809671136795
Adm,0,0.0721130198381953
Arid4b,0,0.0713294402586683
Kir3dl1,0,0.071010857073416
Gm11762,0,0.0709283572721883
Fabp7,0,0.0709283572721882
Sncaip,0,0.0707021119153553
Platr23,0,0.0702969352430615
Tnfrsf4,0,0.0699094684842236
Krt6a,0,0.0689457323232711
Cd36,0,0.068591369712715
4930519F16Rik,0,0.0685512803875445
Myl9,0,0.0684925779634127
Gm12764,0,0.0683894636913185
Mpl,0,0.0683167593396614
Slc22a13,0,0.0678917988236123
Phlpp1,0,0.0678406083711414
Cst10,0,0.0678235685712105
Gm16201,0,0.0677636946245304
Cd4,0,0.0674027372562473
Gpr75,0,0.0668314247552434
2610037D02Rik,0,0.0662893039607308
AI593442,0,0.0652671319961121
Ccl12,0,0.0652196239879041
Fam71e2,0,0.0651860092794104
Pcdhgc3,0,0.0649983908671478
Atp6v0d2,0,0.0645265239100785
C130074G19Rik,0,0.0644122634803775
9430041J12Rik,0,0.0643909679263846
Clec1b,0,0.0642523830399382
Asb13,0,0.0641693188856908
Pan3,0,0.0638074517548297
Mageb18,0,0.0630925325757243
Gm19667,0,0.0626762839657443
4930578M01Rik,0,0.062670803092144
Topaz1,0,0.0615860629329273
C1qb,0,0.0614532329415093
Riiad1,0,0.0613624771217459
4930565N06Rik,0,0.0612829807598087
Gm20420,0,0.0605470166980286
Irf9,0,0.0604017555251718
Lrrc56,0,0.0593102860100896
Klb,0,0.0592827506903683
1700001J03Rik,0,0.0591577728091326
Ccdc3,0,0.0590143593298476
Klhl20,0,0.0589362990825081
Zfp551,0,0.0584711685386612
Capn3,0,0.058323008398654
Naip1,0,0.057783830363803
Olfr385,0,0.0577457929636595
C1qa,0,0.0577144967896696
Vmn1r51,0,0.0573663718381691
Fstl1,0,0.0573265773291913
Apol11b,0,0.0572647113835375
Olfr1205,0,0.0572189471241372
Ooep,0,0.0571077881511325
Cd83,0,0.0562919494156836
Lad1,0,0.0561928598560011
Gm867,0,0.0558263631606972
Ppp1r14a,0,0.0556901399240047
Mx1,0,0.0550109045867404
Ccr7,0,0.0549756202633895
G6b,0,0.0548112857144223
Cdhr1,0,0.0546842796937353
Khdc1a,0,0.0546842796937353
Daxx,0,0.0534735595504567
Cfap70,0,0.0526424776730297
Bcam,0,0.0517735924682226
Alox12,0,0.0517178907680425
Egfem1,0,0.0512770053535967
H2-Aa,0,0.0506308206417218
Cts7,0,0.0500408541049177
Muc6,0,0.0497061507723093
Olfr1243,0,0.0494418629570043
H2-Eb1,0,0.0488381653365594
Ly6g6f,0,0.0487671665302279
Ntsr2,0,0.0486422490970132
Ppbp,0,0.0482708517374649
H2-Ab1,0,0.0478363646058227
1700066B17Rik,0,0.0476479693628669
Olfr152,0,0.0454539281678297
Gm37041,0,0.0445844780952501
Anks6,0,0.0429225366431501
Mesp2,0,0.0424529568899977
Adam23,0,0.0421854270716451
Gm9979,0,0.04087140340533
2310007B03Rik,0,0.0404028505901188
Cflar,0,0.0383323727432808
Gm266,2.22044604925031e-16,0.0376622725545663
Plet1,4.44089209850063e-16,0.0373974874826002
Adcy5,1.22124532708767e-15,0.0367831687452514
